Service;Nom_Cle_Partagee;Nom_commercial ;Nom technique;URL d'acces
WMTS;orthohisto;Photographies aeriennes 2004;ORTHOIMAGERY.ORTHOPHOTOS2004;https://wxs.ign.fr/orthohisto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;orthohisto;Photographies aeriennes 2005;ORTHOIMAGERY.ORTHOPHOTOS2005;https://wxs.ign.fr/orthohisto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;orthohisto;Photographies aeriennes 2006;ORTHOIMAGERY.ORTHOPHOTOS2006;https://wxs.ign.fr/orthohisto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;orthohisto;Photographies aeriennes 2006-2010;ORTHOIMAGERY.ORTHOPHOTOS2006-2010;https://wxs.ign.fr/orthohisto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;orthohisto;Photographies aeriennes 2007;ORTHOIMAGERY.ORTHOPHOTOS2007;https://wxs.ign.fr/orthohisto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;orthohisto;Photographies aeriennes 2008;ORTHOIMAGERY.ORTHOPHOTOS2008;https://wxs.ign.fr/orthohisto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;orthohisto;Photographies aeriennes 2009;ORTHOIMAGERY.ORTHOPHOTOS2009;https://wxs.ign.fr/orthohisto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;orthohisto;Photographies aeriennes 2010;ORTHOIMAGERY.ORTHOPHOTOS2010;https://wxs.ign.fr/orthohisto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;orthohisto;Photographies aeriennes 2011;ORTHOIMAGERY.ORTHOPHOTOS2011;https://wxs.ign.fr/orthohisto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;orthohisto;Photographies aeriennes 2011-2015;ORTHOIMAGERY.ORTHOPHOTOS2011-2015;https://wxs.ign.fr/orthohisto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;orthohisto;Photographies aeriennes 2012;ORTHOIMAGERY.ORTHOPHOTOS2012;https://wxs.ign.fr/orthohisto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;orthohisto;Photographies aeriennes 2013;ORTHOIMAGERY.ORTHOPHOTOS2013;https://wxs.ign.fr/orthohisto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;orthohisto;Photographies aeriennes 2014;ORTHOIMAGERY.ORTHOPHOTOS2014;https://wxs.ign.fr/orthohisto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;orthohisto;Photographies aeriennes 2015;ORTHOIMAGERY.ORTHOPHOTOS2015;https://wxs.ign.fr/orthohisto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;orthohisto;Photographies aeriennes 2016;ORTHOIMAGERY.ORTHOPHOTOS2016;https://wxs.ign.fr/orthohisto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;orthohisto;Photographies aeriennes 2017;ORTHOIMAGERY.ORTHOPHOTOS2017;https://wxs.ign.fr/orthohisto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;orthohisto;Photographies aeriennes 2018;ORTHOIMAGERY.ORTHOPHOTOS2018;https://wxs.ign.fr/orthohisto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;orthohisto;Photographies aeriennes 2019;ORTHOIMAGERY.ORTHOPHOTOS2019;https://wxs.ign.fr/orthohisto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;orthohisto;Photographies aeriennes 2020;ORTHOIMAGERY.ORTHOPHOTOS2020;https://wxs.ign.fr/orthohisto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
TMS;parcellaire;Parcellaire Express (PCI);PCI;https://wxs.ign.fr/parcellaire/geoportail/tms/1.0.0/PCI/metadata.json/
WFS;parcellaire;ARRONDISSEMENT;BDPARCELLAIRE-VECTEUR_WLD_BDD_WGS84G:arrondissement;https://wxs.ign.fr/parcellaire/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;parcellaire;BATIMENT;BDPARCELLAIRE-VECTEUR_WLD_BDD_WGS84G:batiment;https://wxs.ign.fr/parcellaire/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;parcellaire;COMMUNE;BDPARCELLAIRE-VECTEUR_WLD_BDD_WGS84G:commune;https://wxs.ign.fr/parcellaire/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;parcellaire;DIVCAD;BDPARCELLAIRE-VECTEUR_WLD_BDD_WGS84G:divcad;https://wxs.ign.fr/parcellaire/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;parcellaire;LOCALISANT;BDPARCELLAIRE-VECTEUR_WLD_BDD_WGS84G:localisant;https://wxs.ign.fr/parcellaire/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;parcellaire;PARCELLE;BDPARCELLAIRE-VECTEUR_WLD_BDD_WGS84G:parcelle;https://wxs.ign.fr/parcellaire/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;parcellaire;Delimitations parcellaires AOC viticoles (INAO);AOC-VITICOLES:aire_parcellaire;https://wxs.ign.fr/parcellaire/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;parcellaire;Parcellaire Express (PCI) commune;CADASTRALPARCELS.PARCELLAIRE_EXPRESS:commune;https://wxs.ign.fr/parcellaire/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;parcellaire;Parcellaire Express (PCI) batiment;CADASTRALPARCELS.PARCELLAIRE_EXPRESS:batiment;https://wxs.ign.fr/parcellaire/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;parcellaire;Parcellaire Express (PCI) localisant;CADASTRALPARCELS.PARCELLAIRE_EXPRESS:localisant;https://wxs.ign.fr/parcellaire/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;parcellaire;Parcellaire Express (PCI) parcelle;CADASTRALPARCELS.PARCELLAIRE_EXPRESS:parcelle;https://wxs.ign.fr/parcellaire/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;parcellaire;Parcellaire Express (PCI) subdivision fiscale;CADASTRALPARCELS.PARCELLAIRE_EXPRESS:subdivision_fiscale;https://wxs.ign.fr/parcellaire/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;parcellaire;Parcellaire Express (PCI) borne parcelle;CADASTRALPARCELS.PARCELLAIRE_EXPRESS:borne_parcelle;https://wxs.ign.fr/parcellaire/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;parcellaire;Parcellaire Express (PCI) feuille;CADASTRALPARCELS.PARCELLAIRE_EXPRESS:feuille;https://wxs.ign.fr/parcellaire/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;parcellaire;Parcellaire Express (PCI) arrondissement;CADASTRALPARCELS.PARCELLAIRE_EXPRESS:arrondissement;https://wxs.ign.fr/parcellaire/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;parcellaire;Parcellaire Express (PCI) borne limite propriete;CADASTRALPARCELS.PARCELLAIRE_EXPRESS:borne_limite_propriete;https://wxs.ign.fr/parcellaire/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;parcellaire;Decalage de la representation cadastrale;DEVIATION_BDP_PCI_BDD_SYMBO_WLD_WM_20200428:parcelle_wld;https://wxs.ign.fr/parcellaire/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WMS Raster;parcellaire;BD PARCELLAIRE® MAJ2018 (Normal,Orange, Noir, Blanc);CADASTRALPARCELS.PARCELS;https://wxs.ign.fr/parcellaire/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;parcellaire;Decalage de la representation cadastrale;CADASTRALPARCELS.HEATMAP;https://wxs.ign.fr/parcellaire/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;parcellaire;Delimitations parcellaires AOC viticoles (INAO);Aire-Parcellaire;https://wxs.ign.fr/parcellaire/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;parcellaire;Parcellaire Express (PCI);CADASTRALPARCELS.PARCELLAIRE_EXPRESS;https://wxs.ign.fr/parcellaire/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;parcellaire;Parcelles cadastrales historiques (2008-2013);CADASTRALPARCELS.HISTO.2008-2013.PARCELS;https://wxs.ign.fr/parcellaire/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;parcellaire;BD PARCELLAIRE® Communes;CADASTRALPARCELS.COMMUNES;https://wxs.ign.fr/parcellaire/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;parcellaire;BD PARCELLAIRE® Sections Cadastrales ;CADASTRALPARCELS.SECTIONS;https://wxs.ign.fr/parcellaire/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;parcellaire;Graphe de mosaiquage BD Parcellaire;CADASTRALPARCELS.GRAPHE;https://wxs.ign.fr/parcellaire/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMTS;parcellaire;BD PARCELLAIRE® MAJ2018 (Normal,Orange, Noir, Blanc);CADASTRALPARCELS.PARCELS;https://wxs.ign.fr/parcellaire/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;parcellaire;Decalage de la representation cadastrale;CADASTRALPARCELS.HEATMAP;https://wxs.ign.fr/parcellaire/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;parcellaire;Delimitations parcellaires AOC viticoles (INAO);Aire-Parcellaire;https://wxs.ign.fr/parcellaire/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;parcellaire;Parcellaire Express (PCI);CADASTRALPARCELS.PARCELLAIRE_EXPRESS;https://wxs.ign.fr/parcellaire/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;parcellaire;Parcelles cadastrales historiques (2008-2013);CADASTRALPARCELS.HISTO.2008-2013.PARCELS;https://wxs.ign.fr/parcellaire/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WFS;satellite;Graphe de mosaiquage SPOT 2014;ORTHOIMAGERY.ORTHO-SAT.SPOT.2014.GRAPHE-MOSAIQUAGE:france_2014;https://wxs.ign.fr/satellite/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;satellite;Graphe de mosaiquage SPOT 2015;ORTHOIMAGERY.ORTHO-SAT.SPOT.2015.GRAPHE-MOSAIQUAGE:france_2015;https://wxs.ign.fr/satellite/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;satellite;Graphe de mosaiquage SPOT 2016;ORTHOIMAGERY.ORTHO-SAT.SPOT.2016.GRAPHE-MOSAIQUAGE:france_2016;https://wxs.ign.fr/satellite/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WMS Raster;satellite;Pleiades 2012;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2012;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;Pleiades 2013;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2013;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;Pleiades 2014;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2014;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;Pleiades 2015;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2015;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;Pleiades 2016;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2016;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;Pleiades 2017;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2017;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;Pleiades 2018;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2018;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;Pleiades 2019;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2019;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;Pleiades 2020;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2020;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;Pleiades 2021;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2021;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;Pleiades 2022;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2022;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;RapidEye 2010;ORTHOIMAGERY.ORTHO-SAT.RAPIDEYE.2010;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;RapidEye 2011;ORTHOIMAGERY.ORTHO-SAT.RAPIDEYE.2011;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;SPOT 2013;ORTHOIMAGERY.ORTHO-SAT.SPOT.2013;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;SPOT 2014;ORTHOIMAGERY.ORTHO-SAT.SPOT.2014;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;SPOT 2015;ORTHOIMAGERY.ORTHO-SAT.SPOT.2015;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;SPOT 2016;ORTHOIMAGERY.ORTHO-SAT.SPOT.2016;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;SPOT 2017;ORTHOIMAGERY.ORTHO-SAT.SPOT.2017;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;SPOT 2018;ORTHOIMAGERY.ORTHO-SAT.SPOT.2018;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;SPOT 2019;ORTHOIMAGERY.ORTHO-SAT.SPOT.2019;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;SPOT 2020;ORTHOIMAGERY.ORTHO-SAT.SPOT.2020;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;satellite;SPOT 2021;ORTHOIMAGERY.ORTHO-SAT.SPOT.2021;https://wxs.ign.fr/satellite/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;satellite;Graphe de mosaiquage SPOT 2014;ORTHOIMAGERY.ORTHO-SAT.SPOT.2014.GRAPHE-MOSAIQUAGE;https://wxs.ign.fr/satellite/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;satellite;Graphe de mosaiquage SPOT 2015;ORTHOIMAGERY.ORTHO-SAT.SPOT.2015.GRAPHE-MOSAIQUAGE;https://wxs.ign.fr/satellite/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;satellite;Graphe de mosaiquage SPOT 2016;ORTHOIMAGERY.ORTHO-SAT.SPOT.2016.GRAPHE-MOSAIQUAGE;https://wxs.ign.fr/satellite/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;satellite;Graphe de mosaiquage SPOT 2017;ORTHOIMAGERY.ORTHO-SAT.SPOT.2017.GRAPHE-MOSAIQUAGE;https://wxs.ign.fr/satellite/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMTS;satellite;Pleiades 2012;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2012;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;Pleiades 2013 ;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2013;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;Pleiades 2014 ;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2014;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;Pleiades 2015;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2015;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;Pleiades 2016 ;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2016;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;Pleiades 2017;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2017;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;Pleiades 2018;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2018;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;Pleiades 2019;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2019;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;Pleiades 2020;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2020;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;Pleiades 2021;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2021;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;Pleiades 2022;ORTHOIMAGERY.ORTHO-SAT.PLEIADES.2022;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;RapidEye 2010;ORTHOIMAGERY.ORTHO-SAT.RAPIDEYE.2010;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;RapidEye 2011;ORTHOIMAGERY.ORTHO-SAT.RAPIDEYE.2011;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;SPOT 2013;ORTHOIMAGERY.ORTHO-SAT.SPOT.2013;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;SPOT 2014 ;ORTHOIMAGERY.ORTHO-SAT.SPOT.2014;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;SPOT 2015;ORTHOIMAGERY.ORTHO-SAT.SPOT.2015;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;SPOT 2016;ORTHOIMAGERY.ORTHO-SAT.SPOT.2016;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;SPOT 2017;ORTHOIMAGERY.ORTHO-SAT.SPOT.2017;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;SPOT 2018;ORTHOIMAGERY.ORTHO-SAT.SPOT.2018;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;SPOT 2019;ORTHOIMAGERY.ORTHO-SAT.SPOT.2019;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;SPOT 2020;ORTHOIMAGERY.ORTHO-SAT.SPOT.2020;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;satellite;SPOT 2021;ORTHOIMAGERY.ORTHO-SAT.SPOT.2021;https://wxs.ign.fr/satellite/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WFS;sol;BD Carto® etat-major limite administrative N3 (occupation du sol historique);BDCARTO_ETAT-MAJOR.NIVEAU3:a_1_limite_administrative;https://wxs.ign.fr/sol/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;sol;BD Carto® etat-major surface administrative N3 (occupation du sol historique);BDCARTO_ETAT-MAJOR.NIVEAU3:a_2_surface_administrative;https://wxs.ign.fr/sol/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;sol;BD Carto® etat-major troncon de route N3 (occupation du sol historique);BDCARTO_ETAT-MAJOR.NIVEAU3:b_1_troncon_de_route;https://wxs.ign.fr/sol/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;sol;BD Carto® etat-major troncon de voie ferree N3 (occupation du sol historique);BDCARTO_ETAT-MAJOR.NIVEAU3:b_2_troncon_de_voie_ferree;https://wxs.ign.fr/sol/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;sol;BD Carto® etat-major troncon_de cours d'eau N3 (occupation du sol historique);BDCARTO_ETAT-MAJOR.NIVEAU3:b_3_troncon_de_cours_d_eau;https://wxs.ign.fr/sol/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;sol;BD Carto® etat-major ocs ancien N3 (occupation du sol historique);BDCARTO_ETAT-MAJOR.NIVEAU3:c_1_1_ocs_ancien;https://wxs.ign.fr/sol/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;sol;BD Carto® etat-major ocs ancien sans bati N3 (occupation du sol historique);BDCARTO_ETAT-MAJOR.NIVEAU3:c_1_2_ocs_ancien_sans_bati;https://wxs.ign.fr/sol/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;sol;BD Carto® etat-major batiment N3 (occupation du sol historique);BDCARTO_ETAT-MAJOR.NIVEAU3:c_2_1_batiment;https://wxs.ign.fr/sol/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;sol;BD Carto® etat-major batiment hors zone urbaine N3 (occupation du sol historique);BDCARTO_ETAT-MAJOR.NIVEAU3:c_2_2_batiment_hors_zone_urbaine;https://wxs.ign.fr/sol/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;sol;BD Carto® etat-major zone urbaine N3 (occupation du sol historique);BDCARTO_ETAT-MAJOR.NIVEAU3:c_3_zone_urbaine;https://wxs.ign.fr/sol/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;sol;BD Carto® etat-major chantier N3 (occupation du sol historique);BDCARTO_ETAT-MAJOR.NIVEAU3:z_1_chantier;https://wxs.ign.fr/sol/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;sol;BD Carto® etat-major limite administrative N4 (occupation du sol historique);BDCARTO_ETAT-MAJOR.NIVEAU4:a_1_limite_administrative;https://wxs.ign.fr/sol/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;sol;BD Carto® etat-major surface administrative N4 (occupation du sol historique);BDCARTO_ETAT-MAJOR.NIVEAU4:a_2_surface_administrative;https://wxs.ign.fr/sol/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;sol;BD Carto® etat-major troncon de route N4 (occupation du sol historique);BDCARTO_ETAT-MAJOR.NIVEAU4:b_1_troncon_de_route;https://wxs.ign.fr/sol/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;sol;BD Carto® etat-major troncon de voie ferree N4 (occupation du sol historique);BDCARTO_ETAT-MAJOR.NIVEAU4:b_2_troncon_de_voie_ferree;https://wxs.ign.fr/sol/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;sol;BD Carto® etat-major troncon_de cours d'eau N4 (occupation du sol historique);BDCARTO_ETAT-MAJOR.NIVEAU4:b_3_troncon_de_cours_d_eau;https://wxs.ign.fr/sol/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
